,Columns,Values
77,ERVmancer,0.7367753332925778
78,ERVmancer,0.7337368014638991
79,ERVmancer,0.7359299028146786
80,ERVmancer,0.7371712923922826
81,ERVmancer,0.7357117225038147
82,ERVmancer,0.739842439537248
83,ERVmancer,0.7344374778019016
84,ERVmancer,0.7352611260329557
85,ERVmancer,0.7353334414480523
86,ERVmancer,0.7349740542204104
87,ERVmancer,0.7317225844841506
88,ERVmancer,0.7358776851903425
89,ERVmancer,0.7344519919973086
90,ERVmancer,0.7360064324987796
91,ERVmancer,0.7347873472211692
92,ERVmancer,0.7393778169071411
93,ERVmancer,0.731577182344054
94,ERVmancer,0.7344526663911428
95,ERVmancer,0.7389290023502646
96,ERVmancer,0.7369487451058279
97,ERVmancer,0.7402012975155027
98,ERVmancer,0.732319653673598
99,ERVmancer,0.7389163279333425
100,TELEscope,0.4952335603434329
101,TELEscope,0.5028927167962607
102,TELEscope,0.491710210016125
103,TELEscope,0.5051031998164126
104,TELEscope,0.4971754815705033
105,TELEscope,0.503149229906768
106,TELEscope,0.4965577895197822
107,TELEscope,0.49516634130048914
108,TELEscope,0.4850967580545239
109,TELEscope,0.5020385794587662
110,TELEscope,0.48885887172848413
111,TELEscope,0.5019815254658987
112,TELEscope,0.49148174710850134
113,TELEscope,0.502737571370259
114,TELEscope,0.5059455910081764
115,TELEscope,0.4920897439181981
116,TELEscope,0.495786653202458
117,TELEscope,0.48371797638174385
118,TELEscope,0.4974139150159624
119,TELEscope,0.4998078359745094
120,TELEscope,0.4925987274287968
121,TELEscope,0.4917021466530019
122,TELEscope,0.4975773643221123
123,TELEscope,0.5038391223793186
124,TELEscope,0.4926355756463299
125,TELEscope,0.5032304964515453
126,TELEscope,0.49654147320664077
127,TELEscope,0.4955418765290715
128,TELEscope,0.4904678286709683
129,TELEscope,0.4970114472504852
130,TELEscope,0.5032844897251443
131,TELEscope,0.4993499358671716
132,TELEscope,0.4996933381685081
133,TELEscope,0.5060664137798743
134,TELEscope,0.4941807457479935
135,TELEscope,0.4978449939280769
136,TELEscope,0.49765934490172764
137,TELEscope,0.4967450661236078
138,TELEscope,0.4826824946665996
139,TELEscope,0.4989156894040421
140,TELEscope,0.49017780474154216
141,TELEscope,0.5066798297688547
142,TELEscope,0.4885525474544687
143,TELEscope,0.5036947487389328
144,TELEscope,0.49532302966439984
145,TELEscope,0.5023610646180326
146,TELEscope,0.49943762772882655
147,TELEscope,0.4998483673652703
148,TELEscope,0.5088183280570732
149,TELEscope,0.48939438582287415
150,TELEscope,0.4970712135428295
151,TELEscope,0.5011434194114299
152,TELEscope,0.4961411718961071
153,TELEscope,0.503867638085391
154,TELEscope,0.5071042351719751
155,TELEscope,0.49821365972727105
156,TELEscope,0.4983420423704749
157,TELEscope,0.4926227008011207
158,TELEscope,0.4916643390279209
159,TELEscope,0.5018981929244551
160,TELEscope,0.49755813761889556
161,TELEscope,0.4950302730879794
162,TELEscope,0.48182266460732726
163,TELEscope,0.4914915906773592
164,TELEscope,0.4936154547225525
165,TELEscope,0.4998899898369056
166,TELEscope,0.502389964968308
167,TELEscope,0.49726363164469006
168,TELEscope,0.49048155715205216
169,TELEscope,0.5027762194304425
170,TELEscope,0.5017423901176029
171,TELEscope,0.49238433896845907
172,TELEscope,0.49756683457903444
173,TELEscope,0.5032265624293295
174,TELEscope,0.5011455846285796
175,TELEscope,0.4956947067727886
176,TELEscope,0.49592868355831715
177,TELEscope,0.4935013588264217
178,TELEscope,0.497061671759879
179,TELEscope,0.49897102049009706
180,TELEscope,0.4922108176816211
181,TELEscope,0.4988925342888339
182,TELEscope,0.494102926541022
183,TELEscope,0.5000393146410196
184,TELEscope,0.49399245622472954
185,TELEscope,0.49410327687172817
186,TELEscope,0.4949113945151622
187,TELEscope,0.4822345390226429
188,TELEscope,0.49516897935591186
189,TELEscope,0.4823841116295644
190,TELEscope,0.49444737254713605
191,TELEscope,0.48773989731427003
192,TELEscope,0.5046901165068035
193,TELEscope,0.49986256893537667
194,TELEscope,0.4911000761257695
195,TELEscope,0.49248707720012125
196,TELEscope,0.5059610159020537
197,TELEscope,0.4987470597418034
198,TELEscope,0.4993621751197742
199,TELEscope,0.498656602761803
200,ERVmap,0.5360519726823947
201,ERVmap,0.5424903707870665
202,ERVmap,0.5362220981305319
203,ERVmap,0.5457986230708357
204,ERVmap,0.5380536802630558
205,ERVmap,0.5444001524040679
206,ERVmap,0.5373352759611361
207,ERVmap,0.537349643686175
208,ERVmap,0.5285425978253244
209,ERVmap,0.5411011438450645
210,ERVmap,0.5321121988162969
211,ERVmap,0.5410430443548236
212,ERVmap,0.5357361221893603
213,ERVmap,0.5432094489422005
214,ERVmap,0.5461032484336492
215,ERVmap,0.5347532740888217
216,ERVmap,0.5370480314523403
217,ERVmap,0.5239653613306465
218,ERVmap,0.5379929543150318
219,ERVmap,0.5421486019796837
220,ERVmap,0.5344271127733151
221,ERVmap,0.5340378342274258
222,ERVmap,0.5423228570247681
223,ERVmap,0.5426842587279501
224,ERVmap,0.5338682888670537
225,ERVmap,0.5458343194487827
226,ERVmap,0.5384484250285569
227,ERVmap,0.5389965229539465
228,ERVmap,0.5343686511582496
229,ERVmap,0.5371444556569857
230,ERVmap,0.5462854153226667
231,ERVmap,0.5366010615089183
232,ERVmap,0.5395280067757832
233,ERVmap,0.5456978737925455
234,ERVmap,0.5353804465295198
235,ERVmap,0.5410619273305038
236,ERVmap,0.5371516363969835
237,ERVmap,0.5405275894604862
238,ERVmap,0.5243136551222044
239,ERVmap,0.5414989611181185
240,ERVmap,0.5331910952390163
241,ERVmap,0.5485187824900726
242,ERVmap,0.5314302246039934
243,ERVmap,0.5465426650420991
244,ERVmap,0.5371483748430181
245,ERVmap,0.545879971597299
246,ERVmap,0.5416886002011794
247,ERVmap,0.5410126503440108
248,ERVmap,0.5510820943695527
249,ERVmap,0.5285781741441098
250,ERVmap,0.5373870020854569
251,ERVmap,0.5446583389384598
252,ERVmap,0.5371576466645539
253,ERVmap,0.5468495872568876
254,ERVmap,0.54846014161929
255,ERVmap,0.5407225523511134
256,ERVmap,0.5384637056008879
257,ERVmap,0.5345787778755766
258,ERVmap,0.5359862222462386
259,ERVmap,0.542667406960628
260,ERVmap,0.540297951516602
261,ERVmap,0.5373731038516069
262,ERVmap,0.5240460787132037
263,ERVmap,0.5335474136828143
264,ERVmap,0.5354283888955571
265,ERVmap,0.5416909599856324
266,ERVmap,0.5444819152927112
267,ERVmap,0.5371979387176405
268,ERVmap,0.5331813656677054
269,ERVmap,0.5442668101761813
270,ERVmap,0.5441620600380842
271,ERVmap,0.5339708852294375
272,ERVmap,0.5409621551002733
273,ERVmap,0.5424332284739831
274,ERVmap,0.5446299535619302
275,ERVmap,0.5374819893298248
276,ERVmap,0.5365945302343575
277,ERVmap,0.5354997678794359
278,ERVmap,0.5392336982501521
279,ERVmap,0.539719552471714
280,ERVmap,0.535673116946876
281,ERVmap,0.5391802026310935
282,ERVmap,0.5343900632234864
283,ERVmap,0.5427986954301707
284,ERVmap,0.5361988079069749
285,ERVmap,0.5363033210816646
286,ERVmap,0.5391689966728528
287,ERVmap,0.5233860266715505
288,ERVmap,0.5351561351250691
289,ERVmap,0.5252591523732756
290,ERVmap,0.5377488360232519
291,ERVmap,0.5283153142538707
292,ERVmap,0.545895876746025
293,ERVmap,0.5420864295339903
294,ERVmap,0.5321569873097437
295,ERVmap,0.5335705334645786
296,ERVmap,0.5448570188378907
297,ERVmap,0.5402642142093541
298,ERVmap,0.5368143108183359
299,ERVmap,0.539406154833241
